isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
67,"Nong Sua, Pathum Thani, Thailand",14.14,100.82,freshwater,Chlorella vulgaris,Chlorella vulgaris,,,,,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.98035887,39.88065916,0.120515358,0.035821653,0.011455766,26.36932262,0.309937266,32.7607932,0.349643491,8,0.364,6.428993038,46.30965219,bad,good,bad,-1045.10999,-0.016476881,1,1,0,0,1
68,"Gulf of Tehuantepec, South of Mexico",14.67,-96.98,marine,Gymnodinium sp. isolate 582 (probably G. simplex),Gymnodinium ,,,isolate 582,,,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.980546265,18.06025946,0.621352851,0.024860111,0.062498384,23.99434668,1.128225395,24.99489219,1.142440571,24,1.173498177,14.96421695,33.02447641,good,good,good,-34.85621657,-0.005917092,1,1,1,1,1
69,"Gulf of Tehuantepec, South of Mexico",14.67,-96.98,marine,Nannochloris (possibly Stichococcus) sp.,Nannochloris ,,,,,,Nannochloris,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.976567978,56.3660844,0.134306487,0.119709229,0.156805483,11.85784074,0.555360458,32.89913908,3.051410649,12,3.13441155,-16.32520146,40.04088294,bad,good,bad,-1969.58657,-0.02688887,1,1,0,0,1
70,"Kadra reservoir, Karnataka, India",14.87,74.42,freshwater,Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Scenedesmus quadricauda,,,,quadricaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.98017062,19.48725509,0.709763546,-0.010813567,0.015673917,31.35895778,0.505642401,30.84753728,0.507045743,5,0.51,21.61533024,41.10258533,good,good,good,20.78816388,0.00280908,1,1,1,1,1
71,"Lake Guiers, Senegal",16.24,-15.83,freshwater,Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,,,PMC 117.02,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.978583429,31.55254152,0.048494167,0.068455683,0.018663467,23.62484063,0.24437358,30.5184953,0.316945341,6,0.289,7.848569871,39.4011114,bad,good,bad,-656.7383072,-0.020906884,1,1,0,0,1
74,upwelling zone off Northwest Africa,22.5,-16.5,marine,Stephanopyxis palmeriana,Stephanopyxis palmeriana,,,,,palmeriana,Stephanopyxis,Stephanopyxidaceae,Melosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.975103786,66.06220532,13.43785645,-0.098096697,0.056501378,42.95378932,0.198781506,18.58045017,0.98913339,5,0.950997932,9.922686658,75.98489197,good,bad,bad,4023.718651,0.013956239,1,0,1,0,1
76,"Epazote lake, Mexico",22.73,-99.8,freshwater,Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,,,PMC 99.06,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.948060132,27.64188804,0.107971151,0.05450256,0.04761963,25.51067116,0.433660058,30.13323467,0.49550235,6,0.443,11.68972714,39.33161518,good,good,good,-360.9693964,-0.017090992,1,1,1,1,1
77,"Station ALOHA, North Pacific",22.75,-158,marine,Trichodesmium radians strain H94,Trichodesmium radians,Trichodesmium tenue ,,H94,,radians,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.999534045,12.44394061,101.1905391,-0.204147098,0.002078754,29.3031462,0.255343137,26.28269007,0.361579057,4,0.358,23.0811759,35.5251165,good,good,good,42.47176507,0.022040758,1,1,1,1,1
78,North Pacific,22.76,-158.01,marine,Crocosphaera watsonii strain P-3,Crocosphaera watsonii,,,P-3,,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.877499089,6.673702961,0.008248179,0.174674944,0.140691571,27.78994428,1.05806745,28.69128562,1.148117497,7,1.06,24.4530928,31.12679576,good,good,good,-4.193650077,-0.014108849,1,1,1,1,1
79,North Pacific,22.76,-158.01,marine,Crocosphaera watsonii strain P-7,Crocosphaera watsonii,,,P-7,,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.515021759,6.130888226,0.002517903,0.174834115,0.1290218,27.98902254,0.335916413,28.75878899,0.360074623,7,0.491,24.92357843,31.05446665,good,good,good,-3.0370273,-0.01317888,1,1,1,1,1
81,"off Xiamen, China",24.49,118.11,marine,Skeletonema costatum,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.968575873,25.81551663,0.065430687,0.083661643,0.040487664,21.30083818,0.388795883,26.93807172,0.504236723,8,0.458,8.393079864,34.20859649,good,good,good,-359.369687,-0.020888102,1,1,1,1,1
82,"off Xiamen, China",24.49,118.11,marine,Helicotheca tamesis,Helicotheca tamesis,Streptotheca thamesis,,,,tamesis,Helicotheca,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.975535298,23.47428535,0.182809055,0.053489277,0.031516255,20.9643903,0.561051265,24.34244147,0.616485744,5,0.639889702,9.227247622,32.70153297,good,good,good,-193.4753601,-0.014957139,1,1,1,1,1
83,just outside Gulf of Mexico,25.69,-79.98,marine,Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,,,A4727,,oceanica,Gephyrocapsa,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.983342729,26.98120944,0.128291308,0.094777874,0.030503616,20.64204664,0.907517469,27.2136357,1.290361531,5,1.296185228,7.151441918,34.13265136,bad,good,bad,-433.0591127,-0.022047682,1,1,0,0,1
84,just outside Gulf of Mexico,25.74,-80.05,marine,Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,,,A4725,,oceanica,Gephyrocapsa,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.93611936,22.03015528,1.427741945,-0.006543183,0.058855202,25.62081536,1.207379673,25.22549418,1.208947629,5,1.233801981,14.60573772,36.635893,good,bad,bad,20.52736437,0.001919908,1,0,1,0,1
85,"Central Basin, Bahía Conceptión, Gulf of California, Mexico",26.65,-111.8,estuarine,Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,,,GCCV-10,,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.856304607,25.63448618,0.056204628,0.058447969,0.02456931,19.92048095,0.180063711,24.18859962,0.205458029,15,0.212,7.103237861,32.73772404,good,good,good,-286.8254709,-0.017027225,1,1,1,1,1
86,"Manasota, US",27.01,-82.42,marine,Karenia brevis strain MAN,Karenia brevis,,,MAN,,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.859926995,16.58110467,0.323585425,-0.018779404,0.035328908,21.27623863,0.217002324,20.63421151,0.218317367,8,0.226,12.9856863,29.56679097,good,good,good,18.89296728,0.004144382,1,1,1,1,1
87,Baja California upwelling area,27.5,-115,marine,Thalassiosira rotula clone C8,Thalassiosira rotula,,,,C8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.915493763,32.56416405,0.660099336,0.038421345,0.140771498,17.38093936,1.287154688,22.05376417,1.413424517,21,1.646224554,1.098857339,33.66302139,good,good,good,-515.2193693,-0.014920122,1,1,1,1,1
89,Sargasso Sea,28.5,-67.39,marine,Synechococcus strain WH8103,Synechococcus ,,,WH8103,,,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.989558406,22.42460755,0.161501269,0.062462097,0.0277587,23.23402202,0.689356623,26.77017664,0.774228835,11,0.8,12.02171824,34.44632579,good,good,good,-183.1643766,-0.016243008,1,1,1,1,1
90,"Bushehr, Persian Gulf",28.9,50.75,marine,Amphiprora sp.,Amphiprora ,,,,,,Amphiprora,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.975634038,24.35435198,0.041411135,0.118985019,0.049706418,21.81651342,0.555233132,28.20807009,0.860587553,7,0.901091335,9.639337432,33.99368941,good,good,good,-325.0388743,-0.022501194,1,1,1,1,1
91,"Bushehr, Persian Gulf",28.9,50.75,marine,Chaetoceros lorenzianus clone Bushehr,Chaetoceros lorenzianus,,,,Bushehr,lorenzianus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.900894826,25.35282471,0.953861367,0.014296827,0.165768436,23.85779972,1.341587874,24.99943272,1.352604259,8,1.386294361,11.18138737,36.53421208,good,good,good,-78.54066845,-0.00481965,1,1,1,1,1
93,"Bushehr, Persian Gulf",28.9,50.75,marine,Leptocylindrus danicus,Leptocylindrus danicus,,,,,danicus,Leptocylindrus,Leptocylindraceae,Leptocylindrales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943609006,20.72286261,0.138305074,0.089480321,0.136475467,23.54741007,1.137390322,27.61186782,1.384498852,7,1.524923797,13.18597877,33.90884138,good,good,good,-172.9229954,-0.019431374,1,1,1,1,1
94,Sargasso Sea (120m depth),28.98,-64.35,marine,Prochlorococcus marinus strain SS120,Prochlorococcus marinus,,,SS120,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.983593046,15.96496094,0.045059774,0.119786981,0.029373332,20.05839129,0.498061746,23.26107388,0.613298504,8,0.599,12.07591082,28.04087176,good,good,good,-80.38671115,-0.019755166,1,1,1,1,1
95,"off Al-Salmiya, Kuwait",29.34,48.11,marine,Chlorella sp. strain MFD-1,Chlorella ,,,MFD-1,,,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.787614977,36.02261697,0.179781126,-0.013787776,0.00998974,24.67014384,0.127944136,22.46814077,0.129916889,20,0.147085832,6.658835355,42.68145233,bad,bad,bad,304.9902678,0.006524695,1,0,0,0,1
97,"Apalachicola, US",29.71,-84.98,marine,Karenia brevis strain APA,Karenia brevis,,,APA,,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.957952841,20.24796801,0.091422959,0.050912186,0.016546345,21.29092612,0.270281558,23.74853107,0.288256498,8,0.312,11.16694211,31.41491012,good,good,good,-105.9917907,-0.012768148,1,1,1,1,1
98,"Colorado River at US Hwy 183, Texas, USA",30.25,-97.69,freshwater,"Prymnesium parvum strain UTEX LB 2797, UTEX LB ZZ181",Prymnesium parvum,,,"UTEX LB 2797, UTEX LB ZZ181",,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,haptophytes,0.333792139,21.32433298,1.101681585,-0.052625593,0.242636123,22.08703283,0.344553648,19.30027049,0.371721726,18,0.709,11.42486634,32.74919932,good,good,good,132.6806854,0.013683,0,0,0,0,1
99,"Waller Creek, UT campus, Austin, Texas, US",30.26,-97.74,freshwater,"Chlorella sorokiniana strain CCAP 211/8K, 7-11-05",Chlorella sorokiniana,Chlorella pyrenoidosa,,"CCAP 211/8K, 7-11-05",,sorokiniana,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.536377153,31.74624775,0.211085028,0.093106322,1.400278296,27.93121386,2.843621302,36.35558437,4.475444628,22,6.528753294,12.05808999,43.80433774,good,good,good,-720.6366984,-0.022523671,1,1,1,1,1
100,"Berkeley, California, USA",37.87,-122.27,freshwater,"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus ,,,"UV-005, PCC 6311",,,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,PCC number from Krüger et al. (1995),cyanobacteria,0.952476778,90.13132982,1.326777824,-0.033336966,0.020713474,55.93839976,0.20555056,31.79857666,0.327754296,26,0.34,10.87273484,101.0040647,good,bad,bad,16504.30493,0.02254083,1,0,1,0,1
101,"Austin, TX, USA",30.27,-97.74,freshwater,Microcoleus vaginatus strain UTEX 1815,Microcoleus vaginatus,,,UTEX 1815,,vaginatus,Microcoleus,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.974958243,44.37072488,0.005076488,0.192164682,0.0251392,10.8177918,0.040585761,28.40092918,0.442758682,4,0.434,-11.36757064,33.00315424,bad,good,bad,-708.010998,-0.019695801,1,1,0,0,1
105,"Kagoshima Bay, Japan",31.39,130.66,marine,Chattonella marina,Chattonella marina,,,,,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.999522697,24.9435364,0.294197441,0.015007179,0.0036107,22.50711149,0.41241056,23.66323851,0.416022451,6,0.415195161,10.03534329,34.97887969,good,good,good,-76.89059965,-0.004954492,1,1,1,1,1
106,Sargasso Sea,32,-62,marine,"Emiliania huxleyi strain M181, Bigelow 1A1",Emiliania huxleyi,Coccolithus huxleyi,,"M181, Bigelow 1A1",,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.993502916,29.55871225,0.078803621,0.121795933,0.022656465,15.56499927,0.524640126,24.2610306,0.989198499,7,1.014074325,0.785643147,30.3443554,bad,good,bad,-570.7473007,-0.022099749,1,1,0,0,1
107,Sargasso Sea,32.17,-64.5,marine,Emiliania huxleyi strain CCMP373,Emiliania huxleyi,Coccolithus huxleyi,,"CCMP373, BT-6",,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.999969406,28.971106,0.191375061,0.089071506,0.001958599,14.15540184,0.675246714,21.25522057,0.965583174,4,0.882376361,-0.330151162,28.64095484,bad,good,bad,-537.8202882,-0.022117801,1,1,0,0,1
108,Sargasso Sea,32.17,-64.5,marine,Tetraselmis sp. clone BT-2,Tetraselmis ,,,,BT-2,,Tetraselmis,Chlorodendraceae,Chlorodendrales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.999743446,69.41711955,2.445669858,-0.067575328,0.001546364,43.5568396,0.128857431,20.62144125,0.341965183,4,0.335483235,8.848279831,78.26539938,good,bad,bad,6520.96961,0.019494514,1,0,1,0,1
109,near Bermuda,32.3,-64.7,marine,Chaetoceros lorenzianus clone Bermuda,Chaetoceros lorenzianus,,,,Bermuda,lorenzianus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.697842826,45.69249409,0.037548628,0.149988078,0.34097396,13.09753248,0.267765226,30.22984683,1.53062378,9,2.218070978,-9.748714562,35.94377953,bad,good,bad,-1146.668421,-0.021325621,1,1,0,0,1
110,Bermuda,32.3,-64.7,marine,Men. 5 (Diatom), ,,,,,,,,,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.851317921,26.94015327,0.575222434,0.040576386,0.232616528,23.8604586,1.514632292,27.30088507,1.627934522,10,1.871497388,10.39038196,37.33053523,good,good,good,-261.7932785,-0.013389313,1,1,1,1,1
112,"Lake Kinneret, Israel",32.81,35.59,freshwater,Cyclotella meneghiniana strain Lake Kinneret,Cyclotella meneghiniana,,,Lake Kinneret,,meneghiniana,Cyclotella,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.940604695,36.16751159,0.196491693,0.08753605,0.0443412,14.22600439,0.682599556,24.19254301,1.137170215,6,1.204,-3.857751405,32.30976018,bad,good,bad,-966.1733704,-0.028645332,1,1,0,0,1
116,"Scripps Institute of Oceanography pier, California, US",32.87,-117.26,marine,Akashiwo sanguinea,Akashiwo sanguinea,Gymnodinium splendens,Gymodinium sanguineum,,,sanguinea,Akashiwo,,,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.942888607,20.53195237,0.054703127,0.076643412,0.027406981,19.82706889,0.250018541,23.38200038,0.288952985,18,0.303598465,9.5610927,30.09304507,good,good,good,-152.3692074,-0.017603802,1,1,1,1,1
117,"Goto Islands, Japan",32.93,128.26,marine,Cochlodinium polykrikoides strain 02B1,Cochlodinium polykrikoides,,,02B1,,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.984475444,25.15546197,0.050819957,0.09339369,0.02459428,22.37753601,0.41084244,28.18608002,0.556029224,18,0.572,9.799805023,34.95526699,good,good,good,-342.9448506,-0.021544052,1,1,1,1,1
118,"Goto Islands, Japan",32.93,128.26,marine,Cochlodinium polykrikoides strain 02B2,Cochlodinium polykrikoides,,,02B2,,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.95876481,25.45980252,0.046729971,0.093939385,0.038444983,22.43093966,0.384342625,28.38039593,0.525303994,18,0.576,9.701038403,35.16084093,good,bad,bad,-357.841371,-0.021683304,1,0,1,0,1
119,"Nama wan, Japan",33.03,129.08,marine,Cochlodinium polykrikoides strain KG8-ND14,Cochlodinium polykrikoides,,,KG8-ND14,,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.988966746,32.68695401,0.027852717,0.128451568,0.019057954,17.40545233,0.260522225,27.72294214,0.589697738,18,0.615,1.061975325,33.74892934,bad,good,bad,-728.3548746,-0.020855455,1,1,0,0,1
123,"Suo-Nada, Western Seto Inland Sea, Japan",33.81,131.34,marine,Karenia mikimotoi,Karenia mikimotoi,Gymnodinium nagasakiense,,,,mikimotoi,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.996305795,36.41561626,0.024626451,0.15016712,0.010571713,13.39133825,0.183967629,26.11964833,0.636109244,5,0.719486773,-4.81646988,31.59914638,bad,good,bad,-804.2616733,-0.021586949,1,1,0,0,1
124,"Ohike pond, Ehime Pref., Japan",33.82,132.77,freshwater,Microcystis aeruginosa,Microcystis aeruginosa,,,,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.984446435,30.07500223,0.041193914,0.083295457,0.013627835,25.45784491,0.343371636,32.69493344,0.482103496,4,0.47,10.4203438,40.49534602,bad,bad,bad,-597.5627536,-0.021966786,1,0,0,0,1
126,"Cape Fear River, North Carolina",34,-77.94,estuarine,Pseudo-nitzschia americana,Pseudo-nitzschia americana,Nitzschia americana,,,,americana,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.991225534,32.9710467,1.700663288,0.018309959,0.084880757,25.05486056,2.690620437,27.48939047,2.751918181,5,2.768,8.569337209,41.54038391,good,bad,bad,-282.0391838,-0.00786885,1,0,1,0,1
128,"Tsuda Bay, Seto Inland Sea, Japan",34.3,134.25,marine,Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,,,CS-332,,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.972724171,21.95725661,0.164342567,0.03224989,0.021468885,20.86159267,0.322059767,22.74809998,0.332156084,8,0.355,9.882964367,31.84022098,good,good,good,-96.69474952,-0.009134161,1,1,1,1,1
129,"Aso Bay, Tshushima, Nagasaki Prefecture, Japan",34.31,129.24,marine,Cochlodinium polykrikoides strain 03H1,Cochlodinium polykrikoides,,,03H1,,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.970140798,25.74359727,0.137619095,0.053928121,0.032734789,23.59271667,0.491175041,27.62006713,0.550575273,17,0.614,10.72091803,36.4645153,good,bad,bad,-275.0452475,-0.016121166,1,0,1,0,1
131,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Chattonella marina var. antiqua strain Ho-1,Chattonella marina,Chattonella antiqua ,,Ho-1,,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.987837928,20.50270478,0.017949883,0.138052583,0.021214241,20.72608564,0.313836837,26.03512105,0.477967474,7,0.508,10.47473325,30.97743803,good,good,good,-193.5435585,-0.022456664,1,1,1,1,1
132,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Eucampia zodiacus,Eucampia zodiacus,,,,,zodiacus,Eucampia,Hemiaulaceae,Hemiaulales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,Growth rates estimated from nonlinear fitting. One value presented was measured in previous study.,diatoms,0.984761901,56.87758417,0.185663395,0.153371255,0.073036861,0.286436425,0.194001608,22.94311006,2.288625141,6,2.13489276,-28.15235566,28.72522851,bad,good,bad,-950.0057495,-0.03340023,1,1,0,0,1
133,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Heterosigma akashiwo,Heterosigma akashiwo,,,,,akashiwo,Heterosigma,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.865495867,55.67040367,0.054731594,0.14284559,0.089054688,4.933063985,0.110731412,26.63469156,0.963893182,5,1.01,-22.90213785,32.76826582,bad,good,bad,-1246.010688,-0.030164004,1,1,0,0,1
